[2021-06-14 00:27:09,887: WARNING/ForkPoolWorker-6] 60748417 function calls (60137521 primitive calls) in 48.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   199106    0.182    0.000    0.182    0.000 {method 'view' of 'numpy.ndarray' objects}
    56895    0.127    0.000    0.177    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:419(_set_axis)
    47408    0.026    0.000    0.177    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:596(_internal_get_values)
        2    0.000    0.000    0.172    0.086 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/connection/http_urllib3.py:197(perform_request)
        2    0.000    0.000    0.170    0.085 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/connectionpool.py:494(urlopen)
    94800    0.099    0.000    0.168    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:659(__init__)
        2    0.000    0.000    0.168    0.084 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/connectionpool.py:351(_make_request)
        2    0.000    0.000    0.168    0.084 /usr/lib/python3.6/http/client.py:1335(getresponse)
        2    0.000    0.000    0.168    0.084 /usr/lib/python3.6/http/client.py:304(begin)
    75851    0.042    0.000    0.167    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimelike.py:151(asi8)
        8    0.000    0.000    0.167    0.021 /usr/lib/python3.6/socket.py:572(readinto)
        8    0.167    0.021    0.167    0.021 {method 'recv_into' of '_socket.socket' objects}
        2    0.000    0.000    0.167    0.083 /usr/lib/python3.6/http/client.py:271(_read_status)
        8    0.000    0.000    0.167    0.021 {method 'readline' of '_io.BufferedReader' objects}
    85340    0.105    0.000    0.164    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1585(internal_values)
    47408    0.061    0.000    0.151    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1592(get_values)
    37920    0.088    0.000    0.151    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:3156(_convert_slice_indexer)
    18960    0.047    0.000    0.148    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimes.py:891(tz_convert)
    75847    0.049    0.000    0.147    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/inference.py:120(is_iterator)
   189624    0.086    0.000    0.146    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:5707(ensure_index)
   113760    0.098    0.000    0.141    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexing.py:1412(<genexpr>)
   550252    0.135    0.000    0.135    0.000 {method 'get' of 'dict' objects}
   587853    0.134    0.000    0.134    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:209(classes)
    56899    0.132    0.000    0.132    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:162(__init__)
   218045    0.095    0.000    0.132    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:352(apply_if_callable)
    56881    0.059    0.000    0.128    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/base.py:180(construct_from_string)
    56900    0.118    0.000    0.128    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:243(mgr_locs)
   113783    0.092    0.000    0.126    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:463(name)
   113770    0.060    0.000    0.126    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/nanops.py:58(check)
    37923    0.070    0.000    0.124    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:2551(array_equal)
    75846    0.092    0.000    0.122    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimelike.py:1624(maybe_infer_freq)
    75879    0.031    0.000    0.120    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:169(<genexpr>)
   151700    0.116    0.000    0.116    0.000 {built-in method numpy.seterrobj}
    37924    0.021    0.000    0.111    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:541(asanyarray)
    37920    0.023    0.000    0.106    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:5774(_ensure_has_len)
    75844    0.061    0.000    0.105    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:510(ndim)
    37920    0.068    0.000    0.100    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:3228(_convert_listlike_indexer)
    47440    0.032    0.000    0.098    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:470(dtype)
    75848    0.094    0.000    0.094    0.000 {method 'format' of 'str' objects}
   123240    0.075    0.000    0.094    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1814(is_boolean)
    75841    0.079    0.000    0.088    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:717(construct_from_string)
    56910    0.088    0.000    0.088    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:5162(__getattr__)
    37935    0.086    0.000    0.086    0.000 {built-in method numpy.empty}
    75856    0.059    0.000    0.084    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:219(<lambda>)
    75850    0.067    0.000    0.082    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:3054(__init__)
    37921    0.027    0.000    0.080    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:430(_get_block_manager_axis)
   483536    0.078    0.000    0.078    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimelike.py:820(freq)
    75842    0.056    0.000    0.077    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/missing.py:574(clean_reindex_fill_method)
   398190    0.075    0.000    0.075    0.000 {pandas._libs.lib.is_integer}
   132720    0.053    0.000    0.074    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
    37921    0.068    0.000    0.073    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:4228(__contains__)
    37922    0.069    0.000    0.069    0.000 {built-in method builtins.sorted}
   113760    0.048    0.000    0.068    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexing.py:243(<genexpr>)
   284453    0.068    0.000    0.068    0.000 {built-in method __new__ of type object at 0x87fd80}
    75854    0.045    0.000    0.066    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/inference.py:386(is_hashable)
    47440    0.037    0.000    0.066    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1558(dtype)
    18968    0.019    0.000    0.064    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1203(is_datetime64_ns_dtype)
   303400    0.063    0.000    0.063    0.000 {built-in method numpy.geterrobj}
   199156    0.063    0.000    0.063    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1523(_block)
    75844    0.045    0.000    0.060    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimelike.py:139(_ndarray_values)
    47408    0.028    0.000    0.058    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:232(to_dense)
   113760    0.045    0.000    0.056    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:5059(_validate_indexer)
   123285    0.055    0.000    0.055    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:343(dtype)
    18961    0.020    0.000    0.053    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:1040(construct_from_string)
    75840    0.044    0.000    0.053    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py:966(_maybe_promote)
    75840    0.036    0.000    0.050    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexing.py:1759(_get_partial_string_timestamp_match_key)
    18960    0.049    0.000    0.049    0.000 {pandas._libs.tslibs.tzconversion.tz_localize_to_utc}
        1    0.000    0.000    0.048    0.048 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_detector.py:11(execute)
        1    0.000    0.000    0.048    0.048 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/detectors/simple_threshold.py:14(anomalies)
        1    0.005    0.005    0.048    0.048 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_detector.py:21(pointwise_consecutive)
   113760    0.047    0.000    0.047    0.000 {pandas._libs.tslibs.timezones.tz_standardize}
    47400    0.029    0.000    0.045    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:75(maybe_box)
    56885    0.044    0.000    0.044    0.000 {built-in method builtins.min}
    37936    0.031    0.000    0.044    0.000 <frozen importlib._bootstrap>:416(parent)
    75853    0.034    0.000    0.044    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:171(ndim)
   255975    0.043    0.000    0.043    0.000 {pandas._libs.lib.is_float}
    47400    0.035    0.000    0.043    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1871(holds_integer)
    75849    0.043    0.000    0.043    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:741(condition)
    37928    0.031    0.000    0.041    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:681(is_)
    75849    0.041    0.000    0.041    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:700(_reset_identity)
    37921    0.033    0.000    0.039    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/nanops.py:340(_na_ok_dtype)
    37921    0.029    0.000    0.039    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3265(_get_item_cache)
   218045    0.037    0.000    0.037    0.000 {built-in method builtins.callable}
    47400    0.037    0.000    0.037    0.000 {pandas._libs.index.get_value_box}
     9480    0.016    0.000    0.036    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/detectors/simple_threshold.py:17(valid_threshold)
    18961    0.016    0.000    0.035    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:866(construct_from_string)
    75841    0.035    0.000    0.035    0.000 {pandas._libs.algos.ensure_int64}
   246482    0.035    0.000    0.035    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/datetimes.py:1249(inferred_type)
    37920    0.035    0.000    0.035    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/frame.py:491(axes)
    56899    0.033    0.000    0.033    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:131(_check_ndim)
    18964    0.032    0.000    0.032    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:315(_slice)
    56895    0.030    0.000    0.030    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:446(_set_subtyp)
    37920    0.029    0.000    0.029    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
   170652    0.029    0.000    0.029    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimes.py:2148(validate_tz_from_dtype)
    66376    0.029    0.000    0.029    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimes.py:601(_box_func)
    37920    0.019    0.000    0.027    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:306(is_null_slice)
    75848    0.027    0.000    0.027    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1549(index)
   113775    0.026    0.000    0.026    0.000 {built-in method builtins.hash}
   113761    0.026    0.000    0.026    0.000 {pandas._libs.lib.item_from_zerodim}
   189600    0.025    0.000    0.025    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/dtypes.py:697(tz)
    85340    0.024    0.000    0.024    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:207(internal_values)
    47404    0.019    0.000    0.024    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:5044(_maybe_cast_indexer)
        2    0.000    0.000    0.024    0.012 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/serializer.py:73(loads)
        2    0.000    0.000    0.024    0.012 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/serializer.py:38(loads)
        2    0.000    0.000    0.024    0.012 /usr/lib/python3.6/json/__init__.py:302(loads)
        2    0.000    0.000    0.024    0.012 /usr/lib/python3.6/json/decoder.py:334(decode)
        2    0.024    0.012    0.024    0.012 /usr/lib/python3.6/json/decoder.py:345(raw_decode)
   132720    0.022    0.000    0.022    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/base.py:717(ndim)
    75842    0.021    0.000    0.021    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/missing.py:75(clean_fill_method)
    75856    0.021    0.000    0.021    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:214(classes_and_not_datetimelike)
    75842    0.021    0.000    0.021    0.000 {pandas._libs.algos.ensure_platform_int}
    18960    0.014    0.000    0.020    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pytz/__init__.py:130(timezone)
    37920    0.019    0.000    0.019    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:3305(_convert_list_indexer)
    94852    0.019    0.000    0.019    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.018    0.009 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/manager.py:84(manager_method)
        2    0.000    0.000    0.018    0.009 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:413(get)
    37922    0.018    0.000    0.018    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/compat/numpy/function.py:42(__call__)
        2    0.001    0.001    0.017    0.009 {pandas._libs.lib.clean_index_list}
    75846    0.016    0.000    0.016    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/datetimelike.py:1589(validate_inferred_freq)
     9480    0.009    0.000    0.016    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/detectors/simple_threshold.py:30(all_params)
    56888    0.016    0.000    0.016    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/series.py:402(_constructor)
        2    0.000    0.000    0.016    0.008 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:268(__len__)
        2    0.000    0.000    0.016    0.008 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:1306(_fetch_all)
        4    0.000    0.000    0.016    0.004 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:47(__iter__)
